text_id,text,speaker,party,date,agenda,cap_topic
2285140,"We tabled an identical amendment in Committee to ensure that the protections for accrued benefits in the 1972 Act were retained, but, surprisingly, our amendment was rejected.",Chris Leslie,Lab,04/12/2012,Public Service Pensions Bill,5
2986587,"When moving the Second Reading of the National Minimum Wage Bill in December 1997, the then President of the Board of Trade, my right hon.",Ian Murray,Lab,15/01/2014,National Minimum Wage,5
82419,"The Labour party's use of all-women shortlists was suspended in Scotland, and the number of women MPs dropped.",Anne Begg,Lab,12/01/2012,Parliamentary Representation,2
2177414,"On this issue, I believe that the Government have made the wrong choice.",David Nuttall,Con,18/10/2012,2nd Battalion the Royal Regiment  of Fusiliers,16
297175,"Like a number of proposals in this Bill, it is resonant of Conservative pledges of some years ago.",Stephen O'Brien,Con,08/06/2009,Health Bill [Lords],3
1800865,It moves away from the centralised approaches of the past to set out a vision for how all sections of society can and need to work together to help all young people achieve.,Tim Loughton,Con,24/01/2012,Children's Subjective Well-Being,13
2010264,"I said that those provisions could be brought in more quickly, if it was done carefully and in a measured way, and I have always adhered to that view, because that would bring benefits to the voting people of this country.",Eleanor Laing,Con,23/05/2012,Electoral Registration and Administration Bill,2
116503,"For example, if the FRA looked at the inability of people to claim asylum in Turkey because it has opted out of many Geneva convention provisions, it might help to focus attention on the need to strengthen the Turkey-EU border.",Christopher Chope,Con,04/02/2013,European Union (Approvals) Bill [Lords],19
88846,"I hope that when the matter is considered in Committee, the promoters will ensure that those safeguards are written in and that it is not just the Society of London Theatre that is given an exemption.",Christopher Chope,Con,06/03/2012,London Local Authorities and Transport for London (No. 2) Bill [Lords],15
137027,I strongly believe that some labour market issues also relate to where the vast majority of new immigrants to the United Kingdom come from: wider Europe.,David Hanson,Lab,22/10/2013,Immigration Controls,2
38681,"The report shows that since 2005-06, there has been an overall downward trend in the number of adults visiting public libraries in England across all adult age categories and socio-demographic groups.",Justin Tomlinson,Con,07/09/2010,Public Libraries,6
11930,It is fair to recognise the strong and effective efforts made by the United Kingdom Government in recent years.,Alistair Carmichael,LibDem,09/06/2009,Aung San Suu Kyi,19
25204,"We are talking not about one or two people but about thousands of victims, and they are not just in Soho; they are throughout the United Kingdom.",Peter Bone,Con,20/01/2010,UK Human Trafficking Centre,19
139139,What is the Secretary of State's estimate of the number of illegal immigrants in Scotland?,Philip Hollobone,Con,06/11/2013,“Go home or face arrest” Campaign,2
2521064,"At a time when we are having to face the challenges of an ageing society, it places a significant and unjustified burden on our GP surgeries and hospitals and may well impact on the standard of care received by British citizens.",Jeremy Hunt,Con,25/03/2013,Immigrants (NHS Treatment),3
41808,"The letter continues by saying that the statistics and scenarios that were“published alongside the recent announcement”show“that there are only marginal physical health impacts of an expanded airport in 2020.”If one's family is suffering from the physical impacts of an expanded Heathrow, that is not marginal.",Justine Greening,Con,28/01/2009,Heathrow (Third Runway),3
144763,"The debate circles around the partnership model, the limited liability model and the free personal care model from the Wanless report, as well as the national care fund, which the International Longevity Centre has proposed.",Stephen O'Brien,Con,17/03/2009,Care Homes,3
159312,"Developing high-quality community children's nursing services is crucial to the provision of safe, integrated and comprehensive care in the home or close to home for children with complex or continuing care needs.",Ann Keen,Lab,24/03/2009,Community Children's Nurses,3
381308,Today's debate focuses on adults such as those in the medical professions.,Ian Stewart,Lab,08/07/2009,Vaccine Damage Compensation,3
715373,That safeguards health care professionals as they know exactly what their patient wants.,David Borrow,Lab,17/03/2010,Organ and Tissue Donation (Mandated Choice),3
816515,"However, that view is not just mine; it is also that of the Health Protection Agency.",Robert Halfon,Con,22/06/2010,Health Protection Agency (Porton),3
1075693,"The foundations of good health are rooted in the community, often at a neighbourhood level, so we must strengthen and renew local leadership to ensure that these efforts reach deeply into communities and match their unique circumstances.",Andrew Lansley,Con,30/11/2010,Public Health White Paper,3
1075991,"The truth is that we know we have to take action nationally, and we will, not only through health protection but through much more effective health screening, immunisation programmes and an early start in the health visitor programme, for example.",Andrew Lansley,Con,30/11/2010,Public Health White Paper,3
1383733,"Nurses voted overwhelmingly for a vote of no confidence in the Health Secretary, and even the Tory-led Health Committee criticised the plans, saying that they were unlikely to improve patient care.",Alex Cunningham,Lab,09/05/2011,Future of the NHS,3
1445855,We will empower people in the NHS to deliver improving services and reduce bureaucracy.,Andrew Lansley,Con,14/06/2011,NHS Future Forum [Health],3
1448007,Improving the patient experience of care is vital to drive up standards.,Simon Burns,Con,14/06/2011,Hospital Food,3
1729939,"Writing in Nature Reviews Drug Discovery, David Horrobin answered the question:“Does the use of animal models of disease take us any closer to understanding human disease?",David Amess,Con,07/12/2011,Animal Experimentation,3
2446767,"As the Bill is currently drafted, the education, health and care plans will offer no more legal entitlement to support from health and social care than statements offer at the moment.",Stephen Twigg,Lab,25/02/2013,"Children and Families Bill [Business, Innovation and Skills]",3
2447545,"I start with a quotation from Barnardo's:“Barnardo's is supportive of the Government's intentions, which aim to support better joint working between agencies and introduce unified Education, Health and Care plans for children and young people.”One of the key components of the Bill, therefore, is better joint working across a range of agencies.",John Howell,Con,25/02/2013,"Children and Families Bill [Business, Innovation and Skills]",3
2449253,"Friend that we will look carefully at anything that he wants to put forward, but any treatment on the NHS needs, of course, to be evidence-based.",Daniel Poulter,Con,26/02/2013,Topical Questions [Oral Answers to Questions > Health],3
